Order ID;Order Date;Order Priority;Order Quantity;Sales;Ship Mode;Shipping Cost;Province;Customer Segment;Product Category;Product Sub-Category;Product Container;Ship Date;
46177;04.12.2017;Low;13;11951,85;Regular Air;21,4;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;04.12.2017;
33570;16.12.2019;Not Specified;46;284,49;Regular Air;5,4;British Columbia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;18.12.2019;
13440;12.10.2017;Not Specified;22;1039,85;Regular Air;2,1;Ontario;Consumer;Technology;Computer Peripherals;Small Pack;14.10.2017;
34822;10.07.2019;Not Specified;23;1059,84;Regular Air;2,1;British Columbia;Consumer;Technology;Computer Peripherals;Small Pack;11.07.2019;
50594;16.05.2017;Low;48;3031,1816;Regular Air;9,4;Alberta;Consumer;Technology;Telephones and Communication;Small Box;25.05.2017;
9219;27.09.2016;Low;41;292,4524;Regular Air;5,5;Alberta;Consumer;Office Supplies;Paper;Small Box;29.09.2016;
9505;07.06.2019;High;5;166,27;Regular Air;5,9;British Columbia;Home Office;Technology;Computer Peripherals;Small Box;10.06.2019;
54339;02.05.2019;Low;41;2364,1816;Regular Air;5,7;Ontario;Corporate;Technology;Telephones and Communication;Small Box;07.05.2019;
59776;08.03.2016;Low;33;13070,51;Delivery Truck;51,6;Saskachewan;Corporate;Technology;Office Machines;Jumbo Box;12.03.2016;
22657;28.10.2018;High;36;10212,27;Express Air;12;British Columbia;Corporate;Technology;Computer Peripherals;Small Box;29.10.2018;
6310;02.05.2016;Not Specified;27;232,14;Regular Air;8,5;Alberta;Consumer;Furniture;Office Furnishings;Small Box;03.05.2016;
7938;12.03.2017;Medium;16;2167,87;Delivery Truck;30,6;Yukon;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;14.03.2017;
27491;08.04.2016;Not Specified;36;375,26;Regular Air;6,4;Saskachewan;Corporate;Furniture;Office Furnishings;Medium Box;09.04.2016;
3456;30.05.2017;Low;20;5797,9876;Delivery Truck;38,2;Nova Scotia;Small Business;Furniture;Tables;Jumbo Box;03.06.2017;
12515;12.05.2017;Medium;16;1821,67;Regular Air;6,4;Quebec;Small Business;Technology;Telephones and Communication;Small Box;15.05.2017;
56163;10.08.2016;Not Specified;3;128,29;Regular Air;5,4;Alberta;Home Office;Office Supplies;Paper;Wrap Bag;12.08.2016;
44292;13.06.2018;Not Specified;1;11,21;Express Air;2,2;Nova Scotia;Corporate;Office Supplies;Paper;Wrap Bag;14.06.2018;
16992;11.12.2017;High;15;135,6118;Regular Air;3,7;Yukon;Small Business;Office Supplies;Appliances;Small Box;12.12.2017;
24422;28.12.2018;Critical;20;3709,99;Delivery Truck;31,3;Nova Scotia;Corporate;Furniture;Tables;Jumbo Box;30.12.2018;
43399;29.07.2016;High;2;403,41;Delivery Truck;74,5;Ontario;Corporate;Furniture;Tables;Jumbo Box;31.07.2016;
55075;31.01.2018;Critical;21;595,4015;Delivery Truck;15,4;Nova Scotia;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;03.02.2018;
41187;29.09.2017;Low;9;56,64;Regular Air;0,7;Ontario;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;29.09.2017;
2915;29.03.2016;Low;23;1056,27;Regular Air;4,3;Alberta;Consumer;Technology;Computer Peripherals;Small Box;03.04.2016;
5957;25.12.2017;High;23;419,31;Regular Air;5,1;New Brunswick;Small Business;Technology;Telephones and Communication;Medium Box;28.12.2017;
50433;18.01.2019;Critical;50;7092,55;Delivery Truck;19,1;Ontario;Home Office;Technology;Office Machines;Jumbo Drum;20.01.2019;
52934;26.07.2018;Critical;20;98,6;Regular Air;0,5;Nova Scotia;Corporate;Office Supplies;Labels;Small Box;27.07.2018;
48902;23.10.2019;Medium;7;57,02;Regular Air;8;Ontario;Corporate;Office Supplies;Paper;Small Box;25.10.2019;
45412;21.04.2017;Medium;20;627,68;Regular Air;1,2;Saskachewan;Corporate;Technology;Telephones and Communication;Small Box;22.04.2017;
34849;11.10.2017;Critical;22;107,14;Regular Air;1,6;Saskachewan;Home Office;Office Supplies;Paper;Wrap Bag;12.10.2017;
56130;28.11.2018;Medium;25;44,8;Regular Air;1,7;British Columbia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;30.11.2018;
416;25.09.2017;Low;20;1237,64;Express Air;8,2;Ontario;Consumer;Technology;Telephones and Communication;Small Box;30.09.2017;
13284;12.08.2019;High;49;1778,95;Regular Air;3,2;Nova Scotia;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;13.08.2019;
32516;23.10.2017;Critical;7;64,4;Regular Air;2,7;Ontario;Corporate;Office Supplies;Envelopes;Small Box;25.10.2017;
41574;19.09.2017;High;23;303,69;Regular Air;6,2;British Columbia;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;21.09.2017;
52196;29.01.2017;Not Specified;10;585,29;Regular Air;4,2;British Columbia;Corporate;Technology;Telephones and Communication;Small Box;31.01.2017;
28897;23.08.2016;Medium;35;156,38;Regular Air;7,4;Ontario;Consumer;Office Supplies;Appliances;Small Box;25.08.2016;
18145;03.09.2017;Medium;21;387,32;Regular Air;10,1;British Columbia;Corporate;Technology;Office Machines;Small Box;04.09.2017;
10851;05.04.2016;High;50;650,78;Regular Air;4,9;Prince Edward Island;Consumer;Office Supplies;Scissors, Rulers and Trimmers;Wrap Bag;05.04.2016;
9957;29.11.2017;Not Specified;31;79,98;Express Air;5,6;Saskachewan;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;30.11.2017;
11652;09.11.2018;Not Specified;37;239,49;Regular Air;11,1;Ontario;Home Office;Office Supplies;Paper;Small Box;10.11.2018;
43745;31.10.2017;Low;5;137,59;Regular Air;5,7;New Brunswick;Corporate;Office Supplies;Appliances;Medium Box;07.11.2017;
294;14.07.2017;Medium;35;6821,55;Regular Air;21,4;British Columbia;Home Office;Office Supplies;Storage & Organization;Small Box;15.07.2017;
58470;07.06.2018;High;36;252,72;Regular Air;6,4;British Columbia;Small Business;Office Supplies;Paper;Small Box;08.06.2018;
10629;10.09.2016;Critical;39;365,46;Regular Air;10,9;Quebec;Corporate;Furniture;Office Furnishings;Large Box;12.09.2016;
42243;11.03.2019;Medium;42;2007,42;Regular Air;3,2;Manitoba;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;13.03.2019;
32323;22.07.2017;High;3;81,12;Regular Air;8,8;Ontario;Small Business;Office Supplies;Paper;Small Box;22.07.2017;
4674;17.04.2016;Critical;23;3254,22;Delivery Truck;32,1;Saskachewan;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;18.04.2016;
50307;14.10.2017;Low;32;1855,71;Express Air;11,5;Ontario;Corporate;Office Supplies;Paper;Small Box;16.10.2017;
52128;21.11.2017;Not Specified;11;14,47;Regular Air;3,2;British Columbia;Consumer;Technology;Computer Peripherals;Small Pack;22.11.2017;
20711;19.01.2016;Critical;18;2371,08;Delivery Truck;60,1;Ontario;Consumer;Technology;Office Machines;Jumbo Box;20.01.2016;
20135;29.06.2016;Critical;44;123,31;Regular Air;0,5;Manitoba;Corporate;Office Supplies;Labels;Small Box;29.06.2016;
36930;27.09.2018;Medium;34;2816,75;Regular Air;3,5;British Columbia;Home Office;Technology;Telephones and Communication;Small Pack;29.09.2018;
37252;18.11.2018;Low;34;31399,44;Delivery Truck;47,7;Manitoba;Corporate;Furniture;Bookcases;Jumbo Box;23.11.2018;
46310;20.07.2017;High;42;5803,23;Regular Air;21,4;Ontario;Home Office;Office Supplies;Storage & Organization;Small Box;20.07.2017;
49026;06.03.2018;Low;36;440,57;Regular Air;9,6;British Columbia;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;11.03.2018;
49921;16.02.2018;Low;5;809,08;Delivery Truck;19,1;Northwest Territories;Small Business;Technology;Office Machines;Jumbo Drum;20.02.2018;
58151;28.09.2016;High;33;226,28;Regular Air;3,2;Quebec;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;28.09.2016;
35238;27.04.2018;Low;27;1501,24;Express Air;6;Saskachewan;Small Business;Technology;Telephones and Communication;Small Box;27.04.2018;
5283;02.06.2016;Medium;23;2684,28;Regular Air;8,2;Ontario;Home Office;Technology;Telephones and Communication;Small Box;04.06.2016;
1665;06.05.2016;High;26;808,5;Regular Air;1,2;Ontario;Corporate;Technology;Telephones and Communication;Small Box;08.05.2016;
12293;17.06.2018;High;31;302,9919;Regular Air;1,5;Prince Edward Island;Home Office;Office Supplies;Envelopes;Small Box;18.06.2018;
19559;14.04.2017;High;31;279,02;Regular Air;5,2;Alberta;Small Business;Office Supplies;Paper;Small Box;16.04.2017;
44839;11.06.2019;Critical;27;962,97;Express Air;21,4;Northwest Territories;Consumer;Furniture;Office Furnishings;Small Box;13.06.2019;
38272;14.11.2018;Critical;39;76,01;Regular Air;1,6;British Columbia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;16.11.2018;
21639;01.02.2018;Not Specified;38;8361,61;Regular Air;12,3;Yukon;Home Office;Furniture;Office Furnishings;Large Box;01.02.2018;
12130;08.12.2018;Not Specified;42;1363,73;Regular Air;6,4;Ontario;Consumer;Technology;Telephones and Communication;Wrap Bag;11.12.2018;
50789;11.03.2018;Not Specified;23;9281,07;Regular Air;21,4;Manitoba;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;13.03.2018;
19073;23.06.2016;Not Specified;40;123,06;Express Air;1,4;Prince Edward Island;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;25.06.2016;
31780;28.01.2017;Medium;17;785,65;Express Air;4,9;Saskachewan;Corporate;Office Supplies;Appliances;Small Box;30.01.2017;
58720;06.03.2017;Not Specified;6;216,8034;Express Air;9,4;Ontario;Home Office;Office Supplies;Paper;Small Box;07.03.2017;
13536;17.08.2016;Medium;23;131,77;Regular Air;2,2;Yukon;Home Office;Office Supplies;Paper;Wrap Bag;19.08.2016;
59586;07.03.2019;Low;25;178,94;Regular Air;5,8;Alberta;Consumer;Office Supplies;Paper;Small Box;11.03.2019;
30720;27.09.2019;Low;37;1820,64;Express Air;2,1;Yukon;Small Business;Technology;Computer Peripherals;Small Pack;04.10.2019;
32804;09.09.2019;Medium;20;95,78;Regular Air;5,6;Saskachewan;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;11.09.2019;
53216;04.12.2019;High;36;243,9707;Regular Air;9,3;British Columbia;Corporate;Office Supplies;Paper;Small Box;07.12.2019;
55777;10.11.2019;Not Specified;1;70,35;Express Air;4,3;British Columbia;Corporate;Technology;Telephones and Communication;Small Box;12.11.2019;
51969;03.09.2018;High;33;1879,66;Regular Air;9,4;British Columbia;Consumer;Technology;Telephones and Communication;Small Box;06.09.2018;
35011;10.12.2019;Not Specified;14;165,26;Regular Air;3,6;British Columbia;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;12.12.2019;
39041;25.10.2018;Critical;23;360,44;Regular Air;5,7;British Columbia;Corporate;Furniture;Office Furnishings;Wrap Bag;27.10.2018;
16065;19.07.2017;High;15;7418,79;Delivery Truck;52,4;Ontario;Corporate;Technology;Copiers and Fax;Jumbo Drum;19.07.2017;
16706;27.06.2019;High;6;19,6559;Regular Air;1,3;Northwest Territories;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;28.06.2019;
25697;25.04.2018;Low;46;428,27;Regular Air;3,9;Ontario;Consumer;Technology;Computer Peripherals;Small Pack;25.04.2018;
47168;20.06.2016;Not Specified;42;280,66;Regular Air;10,4;Ontario;Corporate;Office Supplies;Paper;Small Box;21.06.2016;
4069;12.05.2019;Medium;47;133,69;Express Air;1,4;Alberta;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;12.05.2019;
27654;23.09.2017;High;12;101,47;Regular Air;1,5;Ontario;Home Office;Office Supplies;Envelopes;Small Box;25.09.2017;
21606;21.01.2018;Not Specified;29;552,78;Regular Air;2,1;Quebec;Small Business;Technology;Computer Peripherals;Small Pack;22.01.2018;
57986;28.10.2017;High;14;213,93;Regular Air;14,3;Manitoba;Small Business;Office Supplies;Appliances;Small Box;28.10.2017;
22272;06.05.2019;High;37;5759;Regular Air;4,3;Ontario;Home Office;Technology;Computer Peripherals;Small Box;08.05.2019;
44610;09.03.2018;High;31;136,85;Regular Air;0,5;British Columbia;Consumer;Office Supplies;Labels;Small Box;09.03.2018;
325;15.10.2017;Low;9;946,02;Regular Air;4,5;Nova Scotia;Corporate;Technology;Telephones and Communication;Small Box;19.10.2017;
24544;26.01.2016;High;31;4908,41;Express Air;15;Manitoba;Corporate;Technology;Office Machines;Medium Box;27.01.2016;
10146;30.04.2016;Low;19;637,94;Regular Air;5,4;Yukon;Corporate;Furniture;Office Furnishings;Small Box;05.05.2016;
27300;30.09.2019;Not Specified;27;59,58;Regular Air;0,7;Ontario;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;30.09.2019;
52896;21.10.2017;High;9;51,64;Express Air;2,2;Ontario;Home Office;Office Supplies;Paper;Wrap Bag;23.10.2017;
11427;23.11.2017;Medium;27;62,74;Regular Air;1,1;New Brunswick;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;24.11.2017;
32007;04.02.2018;Low;41;18670,16;Delivery Truck;80,5;Alberta;Consumer;Furniture;Tables;Jumbo Box;08.02.2018;
37127;01.10.2017;High;19;190,93;Regular Air;2,3;Saskachewan;Corporate;Office Supplies;Paper;Wrap Bag;02.10.2017;
7878;30.04.2018;Low;42;274,6;Regular Air;3,6;Manitoba;Corporate;Office Supplies;Rubber Bands;Wrap Bag;07.05.2018;
43554;29.10.2016;Critical;9;36,57;Regular Air;2,4;Manitoba;Consumer;Office Supplies;Paper;Wrap Bag;01.11.2016;
56768;26.07.2018;Critical;37;119,1873;Regular Air;0,7;Nova Scotia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;28.07.2018;
48198;19.11.2016;Critical;45;2870,6;Regular Air;3,7;Ontario;Home Office;Office Supplies;Appliances;Small Box;21.11.2016;
18471;19.02.2016;Not Specified;37;242,52;Regular Air;1;British Columbia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;20.02.2016;
9954;18.06.2016;Not Specified;30;123,92;Regular Air;0,9;Manitoba;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;20.06.2016;
23333;04.08.2016;Medium;16;948,97;Regular Air;9,6;Ontario;Home Office;Technology;Telephones and Communication;Small Box;05.08.2016;
19299;17.03.2016;Not Specified;10;31,28;Regular Air;0,5;Yukon;Corporate;Office Supplies;Labels;Small Box;19.03.2016;
46787;29.03.2019;Medium;28;186,29;Regular Air;9,8;Quebec;Corporate;Office Supplies;Paper;Small Box;31.03.2019;
36835;19.10.2016;Critical;39;12918,17;Regular Air;21,4;Saskachewan;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;21.10.2016;
54914;27.08.2018;Critical;7;96,92;Regular Air;6,7;Ontario;Small Business;Office Supplies;Storage & Organization;Medium Box;29.08.2018;
12613;09.04.2017;Medium;3;16,73;Regular Air;6,7;Saskachewan;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;12.04.2017;
3397;21.06.2016;Medium;43;873;Regular Air;4,3;Nova Scotia;Consumer;Technology;Computer Peripherals;Small Box;23.06.2016;
5696;02.05.2018;Critical;4;2360,6;Regular Air;21,4;Manitoba;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;04.05.2018;
898;01.06.2017;High;40;723,46;Regular Air;7;Quebec;Consumer;Technology;Computer Peripherals;Small Box;03.06.2017;
28805;01.04.2018;Medium;14;104,79;Regular Air;52,4;Ontario;Corporate;Office Supplies;Appliances;Large Box;03.04.2018;
26912;27.04.2019;Low;21;1166,42;Regular Air;5,9;Nova Scotia;Home Office;Technology;Computer Peripherals;Small Box;06.05.2019;
25315;01.12.2017;Low;36;1369,96;Delivery Truck;48,7;Prince Edward Island;Consumer;Furniture;Tables;Jumbo Box;03.12.2017;
14176;11.03.2016;Low;39;1319,8209;Regular Air;6,4;Alberta;Small Business;Technology;Telephones and Communication;Wrap Bag;18.03.2016;
39812;19.06.2016;Not Specified;40;346,28;Regular Air;9,6;British Columbia;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;21.06.2016;
50055;18.10.2019;Medium;1;14,39;Regular Air;8,3;Saskachewan;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;20.10.2019;
12224;11.12.2016;High;2;324,11;Delivery Truck;55,6;Ontario;Consumer;Furniture;Tables;Jumbo Box;13.12.2016;
3073;07.01.2016;Medium;3;11,32;Regular Air;5,1;Quebec;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;08.01.2016;
35364;11.12.2016;Critical;29;11062,66;Delivery Truck;91,6;British Columbia;Corporate;Furniture;Tables;Jumbo Box;13.12.2016;
59329;04.12.2019;Critical;25;177,21;Regular Air;5,6;Alberta;Corporate;Furniture;Office Furnishings;Small Box;04.12.2019;
26658;21.12.2018;High;17;77,84;Regular Air;5,6;Quebec;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;21.12.2018;
11169;20.05.2017;Medium;5;30,59;Regular Air;5;Alberta;Corporate;Office Supplies;Paper;Small Box;21.05.2017;
23681;19.05.2019;High;42;4475,3;Express Air;37,5;Ontario;Consumer;Office Supplies;Storage & Organization;Large Box;21.05.2019;
38337;30.10.2017;Medium;46;140,06;Regular Air;0,7;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;01.11.2017;
58854;23.04.2017;Critical;10;206,73;Regular Air;5,1;Quebec;Corporate;Technology;Telephones and Communication;Medium Box;25.04.2017;
740;14.07.2018;Medium;6;29,97;Regular Air;0,5;Ontario;Corporate;Office Supplies;Labels;Small Box;14.07.2018;
54181;18.05.2019;High;12;2791,41;Delivery Truck;15,7;Ontario;Home Office;Technology;Office Machines;Jumbo Drum;20.05.2019;
26276;11.09.2017;Low;21;3943,36;Express Air;15;Nova Scotia;Corporate;Furniture;Office Furnishings;Medium Box;18.09.2017;
43269;09.04.2016;Critical;16;902,17;Regular Air;6,2;Ontario;Corporate;Office Supplies;Paper;Small Box;11.04.2016;
38979;25.02.2017;Low;31;70,2027;Regular Air;1,7;Manitoba;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;02.03.2017;
2305;24.01.2017;High;11;1479,596;Regular Air;21,4;Quebec;Home Office;Office Supplies;Storage & Organization;Small Box;24.01.2017;
54051;10.08.2018;Medium;23;3532,42;Delivery Truck;38,6;Alberta;Corporate;Furniture;Bookcases;Jumbo Box;12.08.2018;
13988;01.08.2019;Not Specified;34;192,89;Regular Air;5,7;Saskachewan;Home Office;Furniture;Office Furnishings;Small Box;02.08.2019;
20518;04.10.2016;Critical;7;2360,25;Delivery Truck;19,3;Quebec;Corporate;Technology;Office Machines;Jumbo Drum;05.10.2016;
27265;06.05.2019;Critical;49;429,49;Express Air;1;Saskachewan;Corporate;Furniture;Office Furnishings;Wrap Bag;08.05.2019;
56672;12.05.2019;High;45;2609,06;Regular Air;9,6;Quebec;Consumer;Technology;Telephones and Communication;Small Box;14.05.2019;
37541;25.02.2017;Medium;18;1469,2277;Regular Air;37,5;Northwest Territories;Small Business;Office Supplies;Storage & Organization;Large Box;27.02.2017;
55425;31.10.2018;Critical;42;4680,02;Express Air;8,2;Newfoundland;Corporate;Technology;Telephones and Communication;Small Box;01.11.2018;
47910;14.08.2016;High;30;5660,91;Regular Air;21,4;British Columbia;Home Office;Office Supplies;Storage & Organization;Small Box;15.08.2016;
16932;14.04.2017;Critical;20;136,06;Regular Air;1,7;Northwest Territories;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;14.04.2017;
55139;16.01.2017;Not Specified;41;616,94;Regular Air;8,1;British Columbia;Small Business;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;17.01.2017;
4896;21.08.2019;Critical;25;889,7264;Regular Air;2,1;Nova Scotia;Small Business;Technology;Computer Peripherals;Small Pack;21.08.2019;
24326;28.09.2018;Critical;37;1708,64;Regular Air;3,7;Saskachewan;Corporate;Office Supplies;Appliances;Small Box;30.09.2018;
34499;17.07.2017;Medium;2;594,58;Delivery Truck;67,3;Saskachewan;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;18.07.2017;
51713;18.03.2018;Not Specified;35;142,38;Regular Air;1;Ontario;Corporate;Office Supplies;Rubber Bands;Wrap Bag;19.03.2018;
59108;06.10.2018;Low;39;4510,94;Regular Air;9,6;Ontario;Corporate;Technology;Telephones and Communication;Small Box;15.10.2018;
13537;29.05.2017;Low;41;338,77;Regular Air;1,8;Ontario;Home Office;Office Supplies;Paper;Wrap Bag;31.05.2017;
21763;28.05.2019;Low;22;1326,21;Regular Air;4,3;Alberta;Small Business;Technology;Telephones and Communication;Small Box;02.06.2019;
47169;02.03.2017;Medium;15;859,5;Regular Air;5,6;Nova Scotia;Home Office;Technology;Telephones and Communication;Small Box;03.03.2017;
32102;14.12.2019;Medium;2;21,2;Regular Air;6,7;Quebec;Home Office;Office Supplies;Paper;Small Box;16.12.2019;
5445;24.07.2017;Low;4;31,48;Express Air;0,5;Ontario;Home Office;Office Supplies;Labels;Small Box;29.07.2017;
4743;29.03.2017;Low;29;377,23;Regular Air;1,6;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;02.04.2017;
15937;06.11.2019;Low;17;230,75;Express Air;3;Northwest Territories;Corporate;Furniture;Office Furnishings;Small Pack;15.11.2019;
43302;22.08.2018;Low;39;7370,8699;Regular Air;5,4;Nova Scotia;Corporate;Technology;Telephones and Communication;Small Box;29.08.2018;
26466;10.06.2016;Critical;29;973,4;Regular Air;6,4;Saskachewan;Corporate;Technology;Telephones and Communication;Wrap Bag;11.06.2016;
51777;18.02.2018;Medium;4;3708,59;Regular Air;21,4;Manitoba;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;19.02.2018;
32000;13.09.2019;Low;49;173,51;Regular Air;1,4;Ontario;Home Office;Office Supplies;Rubber Bands;Wrap Bag;15.09.2019;
483;09.07.2018;High;30;5313,36;Regular Air;4,3;Nunavut;Corporate;Technology;Telephones and Communication;Small Box;11.07.2018;
4739;19.02.2017;Low;16;51,97;Regular Air;0,7;New Brunswick;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;23.02.2017;
53511;20.02.2016;Medium;41;257,98;Regular Air;9,1;Northwest Territories;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;22.02.2016;
43296;03.03.2019;Medium;41;1782,4167;Regular Air;8;Alberta;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;04.03.2019;
34658;17.11.2017;Medium;33;2890,8083;Delivery Truck;59,7;Ontario;Small Business;Furniture;Bookcases;Jumbo Box;17.11.2017;
19457;11.07.2016;High;34;217,7343;Regular Air;0,5;Alberta;Corporate;Office Supplies;Labels;Small Box;12.07.2016;
13313;15.07.2016;Not Specified;45;634,22;Regular Air;3,4;Ontario;Home Office;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;18.07.2016;
27750;19.10.2019;Low;12;823,01;Delivery Truck;39,2;Alberta;Small Business;Furniture;Bookcases;Jumbo Box;23.10.2019;
51333;04.10.2019;Not Specified;30;2375,18;Delivery Truck;36;Manitoba;Corporate;Technology;Office Machines;Jumbo Drum;06.10.2019;
40354;03.01.2016;High;4;746,86;Delivery Truck;55,9;New Brunswick;Home Office;Furniture;Tables;Jumbo Box;04.01.2016;
28324;06.08.2018;High;48;413,01;Regular Air;3,7;Ontario;Small Business;Office Supplies;Appliances;Small Box;08.08.2018;
57155;16.06.2016;Critical;23;166,41;Regular Air;10,4;Ontario;Consumer;Office Supplies;Paper;Small Box;17.06.2016;
58626;29.12.2018;High;23;7106,02;Delivery Truck;69,3;Prince Edward Island;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;31.12.2018;
16193;09.04.2019;Not Specified;8;321,21;Regular Air;8,8;Northwest Territories;Corporate;Office Supplies;Storage & Organization;Small Box;11.04.2019;
46977;07.05.2019;Medium;10;53,95;Regular Air;1,6;Ontario;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;09.05.2019;
59170;17.02.2016;High;44;259,43;Regular Air;3,2;Alberta;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;18.02.2016;
12196;01.06.2017;Not Specified;32;641,49;Regular Air;9,1;Manitoba;Consumer;Technology;Office Machines;Medium Box;02.06.2017;
19744;13.03.2017;Medium;41;511,87;Regular Air;5,3;Manitoba;Consumer;Office Supplies;Appliances;Small Box;15.03.2017;
50625;22.04.2016;Medium;10;31,16;Regular Air;0,5;Alberta;Consumer;Office Supplies;Labels;Small Box;23.04.2016;
27844;28.06.2018;Low;1;11,86;Regular Air;6;Alberta;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;05.07.2018;
3746;09.09.2016;Not Specified;14;1565,51;Regular Air;2,7;Alberta;Corporate;Technology;Telephones and Communication;Small Box;09.09.2016;
25318;18.11.2018;Critical;1;3,42;Regular Air;1,6;Alberta;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;20.11.2018;
964;18.05.2018;Medium;4;42,82;Regular Air;1,2;Nova Scotia;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;20.05.2018;
21414;03.05.2018;Critical;33;3736,0259;Regular Air;6;Ontario;Consumer;Technology;Telephones and Communication;Small Box;04.05.2018;
35877;24.05.2017;High;30;138,79;Regular Air;6,1;Ontario;Corporate;Office Supplies;Paper;Small Box;27.05.2017;
3648;15.06.2017;Low;46;144,25;Regular Air;0,5;Ontario;Home Office;Office Supplies;Labels;Small Box;17.06.2017;
58884;20.03.2018;Low;29;93,82;Regular Air;1,1;Nova Scotia;Corporate;Office Supplies;Labels;Small Box;25.03.2018;
21378;06.08.2018;Medium;34;1002,63;Regular Air;1,6;Prince Edward Island;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;07.08.2018;
20102;04.06.2018;High;15;356,63;Regular Air;2,1;Manitoba;Small Business;Technology;Computer Peripherals;Small Pack;05.06.2018;
52675;09.10.2018;Medium;4;21,67;Regular Air;2,6;British Columbia;Small Business;Technology;Computer Peripherals;Small Pack;11.10.2018;
35425;27.03.2017;Not Specified;25;107,36;Regular Air;5,9;Saskachewan;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;29.03.2017;
13889;03.09.2018;Medium;49;13887,64;Delivery Truck;58,1;British Columbia;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;04.09.2018;
15109;13.12.2017;Not Specified;45;314,01;Regular Air;9;Manitoba;Home Office;Office Supplies;Paper;Small Box;15.12.2017;
44897;08.03.2017;High;11;91,61;Regular Air;11,9;Saskachewan;Consumer;Office Supplies;Paper;Small Box;10.03.2017;
5347;20.02.2018;Medium;39;295,35;Regular Air;5,4;Alberta;Corporate;Technology;Telephones and Communication;Medium Box;23.02.2018;
57861;25.10.2019;Medium;40;128,56;Regular Air;1,6;British Columbia;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;27.10.2019;
10114;07.02.2017;Critical;39;158,23;Regular Air;5,9;Quebec;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;09.02.2017;
39331;12.09.2018;High;23;159,86;Express Air;9,1;Manitoba;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;13.09.2018;
51815;25.05.2016;Low;21;2452,55;Regular Air;3,2;British Columbia;Small Business;Technology;Telephones and Communication;Small Box;25.05.2016;
7457;29.09.2017;Not Specified;36;2461,48;Regular Air;21,4;Manitoba;Small Business;Office Supplies;Envelopes;Small Box;02.10.2017;
41122;20.02.2017;Not Specified;29;65,51;Express Air;4,4;Ontario;Home Office;Furniture;Office Furnishings;Small Pack;22.02.2017;
11202;17.03.2019;Medium;8;363,6;Regular Air;3,2;Northwest Territories;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;18.03.2019;
