Order ID,Order Date,Order Priority,Order Quantity,Sales,Ship Mode,Shipping Cost,Province,Customer Segment,Product Category,Product Sub-Category,Product Container,Ship Date,Delivery Time
10789.0,2017-08-22,Not Specified,15.0,330.1378,Express Air,4.4,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,2017-08-23,1
52482.0,2018-01-30,Critical,30.0,767.4147,Regular Air,3.9,Manitoba,Corporate,Furniture,Office Furnishings,Small Pack,2018-02-01,2
47236.0,2018-10-01,High,1.0,75.87,Regular Air,3.7,Ontario,Home Office,Office Supplies,Appliances,Small Box,2018-10-03,2
25445.0,2016-05-24,Low,48.0,1545.08,Regular Air,3.2,Yukon,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,2016-05-26,2
33445.0,2019-08-02,Low,49.0,3897.09,Delivery Truck,28.6,British Columbia,Small Business,Furniture,Bookcases,Jumbo Box,2019-08-07,5
22787.0,2018-04-04,Medium,35.0,49.69,Express Air,0.7,Alberta,Corporate,Office Supplies,Rubber Bands,Wrap Bag,2018-04-04,0
28294.0,2019-05-22,High,47.0,67.91,Regular Air,0.7,Saskachewan,Corporate,Office Supplies,Rubber Bands,Wrap Bag,2019-05-23,1
8000.0,2017-09-18,Low,1.0,10.85,Regular Air,5.6,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,2017-09-20,2
33184.0,2019-02-12,Not Specified,32.0,430.66,Regular Air,6.0,Saskachewan,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,2019-02-14,2
25475.0,2016-04-03,Critical,49.0,327.38,Regular Air,8.0,British Columbia,Home Office,Office Supplies,Paper,Small Box,2016-04-03,0
928.0,2018-02-28,Low,26.0,417.51,Express Air,7.9,British Columbia,Consumer,Furniture,Office Furnishings,Small Box,2018-03-02,2
59878.0,2019-05-28,High,23.0,267.11,Regular Air,8.0,Ontario,Corporate,Office Supplies,Storage & Organization,Small Box,2019-05-29,1
20259.0,2018-05-23,Critical,42.0,576.79,Regular Air,4.9,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,2018-05-24,1
21155.0,2018-02-04,High,4.0,87.5,Regular Air,6.4,New Brunswick,Consumer,Office Supplies,Paper,Small Box,2018-02-05,1
35494.0,2018-02-13,Medium,18.0,1852.28,Regular Air,73.8,Quebec,Consumer,Furniture,Tables,Large Box,2018-02-14,1
31555.0,2019-01-03,Critical,38.0,3778.97,Regular Air,22.2,Manitoba,Home Office,Furniture,Office Furnishings,Large Box,2019-01-03,0
12420.0,2017-12-25,Medium,34.0,573.79,Express Air,14.1,Saskachewan,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2017-12-25,0
12160.0,2017-12-11,Low,9.0,40.98,Regular Air,6.7,Ontario,Corporate,Furniture,Office Furnishings,Large Box,2017-12-16,5
38215.0,2017-01-01,Critical,38.0,3934.35,Express Air,21.4,Saskachewan,Small Business,Office Supplies,Paper,Small Box,2017-01-03,2
42242.0,2016-03-31,Not Specified,23.0,283.88,Express Air,7.7,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2016-04-01,1
30981.0,2018-02-14,Low,29.0,8386.06,Delivery Truck,24.8,Ontario,Home Office,Office Supplies,Appliances,Jumbo Drum,2018-02-18,4
30852.0,2016-05-13,Critical,35.0,3025.04,Regular Air,5.2,British Columbia,Corporate,Technology,Telephones and Communication,Small Box,2016-05-14,1
26784.0,2017-07-22,Critical,33.0,471.05,Regular Air,8.0,Quebec,Consumer,Technology,Office Machines,Medium Box,2017-07-23,1
47333.0,2018-09-06,Critical,16.0,813.4659,Regular Air,3.5,Manitoba,Home Office,Technology,Telephones and Communication,Small Pack,2018-09-06,0
25986.0,2019-06-22,Medium,48.0,297.53,Regular Air,5.3,Yukon,Consumer,Office Supplies,Paper,Small Box,2019-06-23,1
16230.0,2017-02-26,Low,15.0,735.65,Regular Air,6.2,British Columbia,Corporate,Office Supplies,Paper,Small Box,2017-03-05,7
9927.0,2018-08-15,High,32.0,4980.92,Delivery Truck,57.2,Northwest Territories,Corporate,Furniture,Bookcases,Jumbo Box,2018-08-16,1
40672.0,2019-10-29,Low,16.0,1731.16,Delivery Truck,38.3,Quebec,Consumer,Furniture,Bookcases,Jumbo Box,2019-10-31,2
2562.0,2019-07-31,Critical,17.0,878.66,Express Air,6.2,Yukon,Consumer,Office Supplies,Paper,Small Box,2019-08-01,1
16706.0,2019-06-27,High,47.0,2079.78,Regular Air,36.6,Northwest Territories,Corporate,Furniture,Office Furnishings,Wrap Bag,2019-06-28,1
12483.0,2017-08-03,Critical,14.0,1793.79,Regular Air,9.7,Manitoba,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2017-08-03,0
6433.0,2018-11-21,Medium,41.0,170.41,Regular Air,0.5,Quebec,Home Office,Office Supplies,Labels,Small Box,2018-11-22,1
9127.0,2018-10-09,Not Specified,7.0,2182.33,Express Air,37.5,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Large Box,2018-10-11,2
55815.0,2018-01-12,High,28.0,3060.4,Express Air,10.8,Newfoundland,Corporate,Furniture,Office Furnishings,Large Box,2018-01-13,1
1857.0,2017-01-11,High,37.0,213.74,Regular Air,2.1,Alberta,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,2017-01-12,1
53285.0,2019-05-24,Critical,6.0,1115.97,Regular Air,21.4,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2019-05-26,2
7654.0,2017-02-09,High,3.0,20.8329,Regular Air,7.4,Alberta,Small Business,Office Supplies,Labels,Small Box,2017-02-11,2
18496.0,2016-05-14,High,29.0,1356.14,Regular Air,21.4,Alberta,Corporate,Office Supplies,Paper,Small Box,2016-05-17,3
37603.0,2017-11-23,Medium,50.0,2611.08,Regular Air,2.1,Saskachewan,Consumer,Technology,Computer Peripherals,Small Pack,2017-11-25,2
34180.0,2018-09-02,High,2.0,28.89,Express Air,8.7,Manitoba,Corporate,Office Supplies,Paper,Small Box,2018-09-02,0
38950.0,2018-07-01,Not Specified,39.0,79.18,Regular Air,0.8,New Brunswick,Small Business,Office Supplies,Rubber Bands,Wrap Bag,2018-07-02,1
41728.0,2016-09-29,High,10.0,2728.0506,Delivery Truck,67.3,Ontario,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2016-09-30,1
39139.0,2017-11-12,Not Specified,6.0,671.37,Regular Air,8.6,Yukon,Home Office,Technology,Telephones and Communication,Small Box,2017-11-12,0
22338.0,2017-05-13,Medium,36.0,214.09,Regular Air,5.4,Nova Scotia,Consumer,Office Supplies,Paper,Small Box,2017-05-14,1
49990.0,2016-09-04,Not Specified,11.0,5516.22,Delivery Truck,15.7,Manitoba,Corporate,Technology,Office Machines,Jumbo Drum,2016-09-04,0
36675.0,2018-07-02,High,39.0,121.01,Regular Air,0.9,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,2018-07-05,3
52737.0,2017-11-07,Not Specified,14.0,134.33,Express Air,6.6,British Columbia,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2017-11-08,1
34882.0,2016-07-23,Critical,43.0,90.53,Regular Air,1.6,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2016-07-24,1
8580.0,2018-03-21,High,37.0,329.8,Regular Air,9.9,Manitoba,Consumer,Office Supplies,Appliances,Small Box,2018-03-22,1
19812.0,2017-04-01,Low,3.0,1453.89,Delivery Truck,48.9,Alberta,Home Office,Furniture,Tables,Jumbo Box,2017-04-06,5
23169.0,2018-06-22,Critical,22.0,1801.42,Regular Air,7.7,Ontario,Home Office,Technology,Computer Peripherals,Small Box,2018-06-24,2
14530.0,2016-04-05,High,49.0,690.3,Regular Air,5.9,Saskachewan,Home Office,Office Supplies,Storage & Organization,Small Box,2016-04-07,2
19044.0,2019-04-11,Low,32.0,5136.47,Regular Air,15.0,British Columbia,Corporate,Technology,Office Machines,Medium Box,2019-04-13,2
24802.0,2016-01-23,Medium,18.0,1480.024,Regular Air,13.0,Alberta,Small Business,Technology,Computer Peripherals,Small Box,2016-01-25,2
6117.0,2019-12-21,Critical,7.0,168.02,Regular Air,5.4,Alberta,Home Office,Furniture,Office Furnishings,Small Pack,2019-12-22,1
58528.0,2017-10-26,Medium,14.0,750.02,Regular Air,5.5,Ontario,Corporate,Office Supplies,Appliances,Medium Box,2017-10-27,1
13762.0,2017-06-20,Medium,8.0,58.85,Regular Air,5.7,Manitoba,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2017-06-23,3
20390.0,2016-08-30,Not Specified,35.0,1360.1,Express Air,8.1,Ontario,Home Office,Technology,Computer Peripherals,Small Box,2016-09-02,3
49255.0,2019-06-22,High,20.0,1452.46,Delivery Truck,28.7,Ontario,Corporate,Furniture,Bookcases,Jumbo Box,2019-06-23,1
8132.0,2016-05-13,Low,45.0,315.5,Regular Air,7.4,Yukon,Home Office,Office Supplies,Paper,Small Box,2016-05-20,7
48706.0,2019-10-30,Low,18.0,142.07,Regular Air,11.9,Nova Scotia,Small Business,Office Supplies,Paper,Small Box,2019-11-06,7
53798.0,2016-04-18,Low,41.0,5336.87,Delivery Truck,75.1,Alberta,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2016-04-23,5
51969.0,2018-09-03,High,16.0,210.77,Regular Air,6.9,British Columbia,Consumer,Office Supplies,Paper,Small Box,2018-09-03,0
25666.0,2019-09-02,Critical,36.0,5427.4,Regular Air,21.4,Nova Scotia,Consumer,Office Supplies,Storage & Organization,Small Box,2019-09-03,1
37700.0,2016-12-07,Critical,27.0,3627.85,Express Air,21.4,Alberta,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2016-12-10,3
20455.0,2017-06-27,Critical,7.0,407.8835,Express Air,9.6,Nova Scotia,Corporate,Technology,Telephones and Communication,Small Box,2017-06-28,1
22182.0,2019-09-05,Medium,4.0,59.89,Regular Air,7.7,Saskachewan,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,2019-09-06,1
56128.0,2017-07-29,Medium,41.0,965.34,Regular Air,9.6,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,2017-07-29,0
35878.0,2017-08-12,Medium,45.0,172.99,Regular Air,2.4,Ontario,Corporate,Office Supplies,Paper,Wrap Bag,2017-08-14,2
38052.0,2019-02-14,Low,13.0,580.58,Regular Air,2.1,Ontario,Consumer,Technology,Computer Peripherals,Small Pack,2019-02-14,0
49987.0,2018-01-18,High,15.0,1921.17,Delivery Truck,62.8,Nova Scotia,Consumer,Furniture,Bookcases,Jumbo Box,2018-01-21,3
53477.0,2019-05-05,High,36.0,1406.68,Regular Air,5.4,Manitoba,Corporate,Office Supplies,Paper,Wrap Bag,2019-05-07,2
14819.0,2017-01-24,Not Specified,27.0,1694.99,Delivery Truck,39.2,Northwest Territories,Home Office,Furniture,Bookcases,Jumbo Box,2017-01-25,1
31270.0,2019-11-23,Medium,3.0,954.02,Delivery Truck,52.2,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2019-11-25,2
59556.0,2016-12-14,Not Specified,27.0,46.5,Regular Air,0.7,Saskachewan,Home Office,Office Supplies,Rubber Bands,Wrap Bag,2016-12-16,2
41472.0,2017-01-22,Low,48.0,300.53,Express Air,8.1,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2017-01-29,7
51202.0,2019-04-13,High,34.0,182.39,Regular Air,6.1,New Brunswick,Small Business,Office Supplies,Paper,Small Box,2019-04-14,1
16036.0,2019-01-04,Medium,10.0,1411.78,Regular Air,8.6,Quebec,Corporate,Technology,Telephones and Communication,Small Box,2019-01-05,1
9606.0,2016-07-26,Not Specified,37.0,205.6,Express Air,2.2,Ontario,Small Business,Office Supplies,Paper,Wrap Bag,2016-07-28,2
17568.0,2017-10-07,Not Specified,31.0,548.77,Regular Air,2.1,Yukon,Home Office,Technology,Computer Peripherals,Small Pack,2017-10-08,1
5696.0,2018-05-02,Critical,31.0,188.23,Regular Air,4.1,Manitoba,Consumer,Technology,Computer Peripherals,Small Pack,2018-05-04,2
43745.0,2017-10-31,Low,1.0,5.32,Regular Air,1.5,New Brunswick,Corporate,Office Supplies,Rubber Bands,Wrap Bag,2017-11-04,4
20966.0,2017-09-17,Low,22.0,1277.64,Regular Air,15.9,Manitoba,Consumer,Furniture,Office Furnishings,Small Box,2017-09-24,7
44196.0,2016-08-21,Not Specified,10.0,60.89,Regular Air,2.2,Manitoba,Corporate,Office Supplies,Paper,Wrap Bag,2016-08-23,2
5281.0,2018-10-31,High,36.0,5065.06,Delivery Truck,32.1,Manitoba,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,2018-11-01,1
2244.0,2017-01-07,Critical,19.0,94.8127,Express Air,1.6,Nova Scotia,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,2017-01-09,2
1952.0,2016-03-14,High,24.0,7797.68,Delivery Truck,57.9,Ontario,Corporate,Furniture,Tables,Jumbo Box,2016-03-14,0
17510.0,2019-10-30,Critical,28.0,494.47,Regular Air,1.5,Yukon,Small Business,Office Supplies,Envelopes,Small Box,2019-10-31,1
16610.0,2016-10-09,High,19.0,705.27,Regular Air,7.1,Ontario,Corporate,Office Supplies,Envelopes,Small Box,2016-10-11,2
10439.0,2019-03-28,Not Specified,41.0,880.7491,Regular Air,1.6,Alberta,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,2019-03-30,2
41824.0,2017-07-03,Not Specified,8.0,168.54,Regular Air,1.6,British Columbia,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2017-07-04,1
51395.0,2017-06-08,Low,26.0,83.7,Regular Air,0.5,Ontario,Corporate,Office Supplies,Labels,Small Box,2017-06-13,5
15399.0,2019-05-13,Critical,38.0,4267.26,Regular Air,4.5,Ontario,Small Business,Technology,Telephones and Communication,Small Box,2019-05-15,2
48293.0,2019-04-09,Critical,47.0,396.54,Regular Air,1.5,British Columbia,Corporate,Office Supplies,Envelopes,Small Box,2019-04-10,1
54119.0,2017-05-21,Medium,45.0,279.27,Express Air,3.6,British Columbia,Corporate,Office Supplies,Rubber Bands,Wrap Bag,2017-05-22,1
52930.0,2018-11-07,Low,39.0,240.93,Regular Air,8.7,Ontario,Corporate,Office Supplies,Paper,Small Box,2018-11-12,5
15296.0,2019-08-07,Not Specified,38.0,6651.76,Regular Air,21.4,Manitoba,Corporate,Office Supplies,Storage & Organization,Small Box,2019-08-09,2
50818.0,2019-10-06,Medium,34.0,5904.83,Regular Air,9.6,Saskachewan,Small Business,Technology,Telephones and Communication,Small Box,2019-10-08,2
48642.0,2017-01-31,High,50.0,4450.8,Express Air,5.2,Quebec,Home Office,Technology,Telephones and Communication,Small Box,2017-01-31,0
41766.0,2019-09-11,Critical,10.0,5519.16,Delivery Truck,30.1,Saskachewan,Corporate,Technology,Office Machines,Jumbo Drum,2019-09-12,1
10245.0,2018-02-12,Medium,27.0,2831.09,Delivery Truck,61.4,Yukon,Corporate,Furniture,Bookcases,Jumbo Box,2018-02-13,1
32996.0,2017-12-16,Critical,15.0,280.65,Regular Air,5.4,Saskachewan,Consumer,Furniture,Office Furnishings,Small Box,2017-12-19,3
48135.0,2016-04-18,High,20.0,4238.26,Express Air,26.2,Quebec,Home Office,Technology,Copiers and Fax,Large Box,2016-04-20,2
28354.0,2016-03-26,Low,34.0,543.2,Regular Air,4.3,Yukon,Corporate,Technology,Computer Peripherals,Small Box,2016-03-31,5
22980.0,2019-10-01,Not Specified,10.0,59.97,Regular Air,5.9,Ontario,Consumer,Office Supplies,Paper,Small Box,2019-10-02,1
42309.0,2016-08-05,Low,38.0,6877.17,Regular Air,2.7,Saskachewan,Small Business,Technology,Telephones and Communication,Small Box,2016-08-10,5
28512.0,2017-04-26,Medium,18.0,7669.92,Regular Air,21.4,Saskachewan,Corporate,Office Supplies,Storage & Organization,Small Box,2017-04-28,2
5830.0,2017-03-23,Medium,49.0,2152.99,Regular Air,15.5,Nova Scotia,Corporate,Furniture,Office Furnishings,Large Box,2017-03-24,1
47108.0,2016-10-14,Not Specified,9.0,1378.71,Express Air,9.6,Nova Scotia,Consumer,Technology,Telephones and Communication,Small Box,2016-10-15,1
51783.0,2018-11-10,Medium,13.0,691.81,Regular Air,6.2,Ontario,Consumer,Office Supplies,Paper,Small Box,2018-11-12,2
49762.0,2018-06-14,High,35.0,106.07,Regular Air,0.9,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,2018-06-16,2
30976.0,2019-10-24,High,10.0,432.1516,Regular Air,2.1,Saskachewan,Small Business,Technology,Computer Peripherals,Small Pack,2019-10-24,0
2823.0,2018-09-07,High,17.0,382.45,Regular Air,7.0,Manitoba,Home Office,Technology,Computer Peripherals,Small Box,2018-09-08,1
25056.0,2017-09-20,Not Specified,41.0,315.78,Regular Air,8.8,Ontario,Corporate,Office Supplies,Paper,Small Box,2017-09-22,2
9894.0,2016-03-17,High,16.0,5782.01,Delivery Truck,63.0,Nova Scotia,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,2016-03-19,2
13634.0,2018-04-17,High,27.0,161.98,Regular Air,5.7,Quebec,Consumer,Office Supplies,Envelopes,Small Box,2018-04-18,1
59396.0,2016-11-13,Critical,41.0,6345.46,Regular Air,7.0,Saskachewan,Small Business,Technology,Computer Peripherals,Small Box,2016-11-15,2
53411.0,2018-11-28,Critical,25.0,714.37,Regular Air,4.3,Quebec,Small Business,Technology,Computer Peripherals,Small Box,2018-11-29,1
9639.0,2017-09-04,Not Specified,23.0,2793.6566,Regular Air,6.0,Alberta,Corporate,Technology,Telephones and Communication,Small Box,2017-09-04,0
40480.0,2018-12-06,Critical,50.0,1358.93,Regular Air,7.4,Prince Edward Island,Home Office,Furniture,Office Furnishings,Small Box,2018-12-08,2
611.0,2017-01-25,Critical,47.0,898.8428,Regular Air,10.1,Ontario,Home Office,Office Supplies,Storage & Organization,Small Box,2017-01-27,2
25638.0,2016-08-05,High,31.0,175.36,Regular Air,5.3,Manitoba,Corporate,Technology,Computer Peripherals,Small Pack,2016-08-06,1
15105.0,2016-11-02,Low,39.0,492.66,Regular Air,6.6,Yukon,Small Business,Office Supplies,Storage & Organization,Small Box,2016-11-09,7
32449.0,2019-12-09,Critical,12.0,5229.24,Delivery Truck,117.9,Alberta,Corporate,Furniture,Tables,Jumbo Box,2019-12-10,1
48614.0,2019-05-31,Critical,46.0,8523.52,Regular Air,9.6,Manitoba,Corporate,Technology,Telephones and Communication,Small Box,2019-05-31,0
47461.0,2017-04-24,High,45.0,345.4,Regular Air,2.5,British Columbia,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,2017-04-26,2
2853.0,2016-05-03,High,25.0,4551.41,Express Air,21.4,Yukon,Consumer,Office Supplies,Storage & Organization,Small Box,2016-05-06,3
5317.0,2016-09-07,Low,10.0,1572.34,Delivery Truck,57.2,British Columbia,Small Business,Furniture,Bookcases,Jumbo Box,2016-09-14,7
40006.0,2016-06-14,Not Specified,48.0,151.5013,Regular Air,0.7,Alberta,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,2016-06-15,1
44615.0,2017-05-08,Medium,19.0,38.92,Regular Air,1.6,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2017-05-09,1
46341.0,2016-12-16,High,23.0,41.87,Regular Air,1.7,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,2016-12-17,1
30276.0,2018-08-25,Low,44.0,1555.46,Regular Air,1.2,Quebec,Corporate,Technology,Telephones and Communication,Small Box,2018-08-29,4
16225.0,2016-05-27,Critical,30.0,588.8103,Regular Air,10.1,Manitoba,Consumer,Office Supplies,Storage & Organization,Small Box,2016-05-29,2
12806.0,2018-12-23,Not Specified,20.0,814.52,Regular Air,15.8,British Columbia,Small Business,Office Supplies,Envelopes,Small Box,2018-12-24,1
19649.0,2018-05-03,High,25.0,402.0418,Express Air,7.2,Saskachewan,Consumer,Office Supplies,Appliances,Medium Box,2018-05-05,2
43653.0,2019-10-30,High,10.0,375.89,Regular Air,8.8,Saskachewan,Small Business,Office Supplies,Storage & Organization,Small Box,2019-11-01,2
34082.0,2018-10-27,Not Specified,35.0,817.8224,Regular Air,9.6,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,2018-10-29,2
58656.0,2017-12-03,High,3.0,11.78,Regular Air,5.7,Ontario,Small Business,Furniture,Office Furnishings,Small Box,2017-12-05,2
43267.0,2018-05-15,Critical,17.0,1463.91,Express Air,21.3,Northwest Territories,Home Office,Office Supplies,Appliances,Large Box,2018-05-17,2
50183.0,2017-05-23,High,20.0,124.71,Express Air,5.7,Yukon,Small Business,Office Supplies,Envelopes,Small Box,2017-05-24,1
32449.0,2019-12-09,Critical,44.0,7698.93,Express Air,8.6,Alberta,Corporate,Technology,Telephones and Communication,Small Box,2019-12-10,1
6116.0,2016-03-19,Medium,7.0,161.32,Regular Air,4.3,Nova Scotia,Corporate,Technology,Computer Peripherals,Small Box,2016-03-19,0
28198.0,2019-02-07,Medium,50.0,8243.24,Regular Air,9.6,New Brunswick,Consumer,Technology,Telephones and Communication,Small Box,2019-02-08,1
52258.0,2016-02-10,Low,5.0,68.32,Regular Air,3.0,Manitoba,Small Business,Furniture,Office Furnishings,Small Pack,2016-02-17,7
57475.0,2017-10-03,Low,24.0,163.04,Regular Air,7.1,New Brunswick,Home Office,Office Supplies,Paper,Small Box,2017-10-05,2
3463.0,2017-08-16,Critical,43.0,283.28,Regular Air,9.0,Manitoba,Consumer,Office Supplies,Paper,Small Box,2017-08-17,1
33218.0,2017-01-05,Not Specified,29.0,513.7391,Regular Air,8.3,Manitoba,Small Business,Furniture,Office Furnishings,Small Box,2017-01-06,1
6337.0,2018-08-30,Not Specified,48.0,3635.56,Regular Air,40.2,British Columbia,Corporate,Furniture,Office Furnishings,Wrap Bag,2018-09-01,2
20676.0,2019-11-22,Low,22.0,47.05,Regular Air,1.6,British Columbia,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2019-11-26,4
51111.0,2019-02-08,Not Specified,1.0,65.37,Regular Air,6.3,Newfoundland,Home Office,Technology,Telephones and Communication,Small Box,2019-02-10,2
29572.0,2017-06-02,Not Specified,18.0,2843.59,Delivery Truck,17.1,Ontario,Home Office,Furniture,Tables,Jumbo Box,2017-06-03,1
53477.0,2019-05-05,High,32.0,3332.03,Delivery Truck,79.6,Manitoba,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2019-05-07,2
6885.0,2019-06-19,Low,4.0,514.96,Delivery Truck,32.1,Nova Scotia,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2019-06-21,2
52162.0,2018-10-31,Not Specified,47.0,166.09,Regular Air,1.4,Ontario,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,2018-11-01,1
58789.0,2017-08-04,Low,26.0,209.2,Regular Air,8.3,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,2017-08-08,4
1537.0,2019-02-13,Not Specified,5.0,17.76,Regular Air,6.5,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2019-02-13,0
22562.0,2016-03-26,Medium,3.0,61.5,Regular Air,8.9,Quebec,Home Office,Office Supplies,Storage & Organization,Small Box,2016-03-27,1
39268.0,2018-04-21,Not Specified,44.0,346.89,Express Air,6.5,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2018-04-23,2
46880.0,2017-07-02,Critical,1.0,32.09,Regular Air,8.9,British Columbia,Corporate,Office Supplies,Paper,Wrap Bag,2017-07-04,2
37668.0,2017-01-07,Low,33.0,511.75,Regular Air,8.0,British Columbia,Corporate,Technology,Office Machines,Medium Box,2017-01-07,0
1762.0,2016-08-18,Not Specified,43.0,1369.07,Express Air,1.2,Alberta,Home Office,Technology,Telephones and Communication,Small Box,2016-08-19,1
11362.0,2019-09-10,Low,32.0,3472.93,Regular Air,15.0,Prince Edward Island,Corporate,Furniture,Office Furnishings,Medium Box,2019-09-12,2
54791.0,2019-12-20,High,27.0,1163.71,Regular Air,3.3,New Brunswick,Corporate,Furniture,Office Furnishings,Wrap Bag,2019-12-21,1
7079.0,2017-02-07,Medium,18.0,137.1,Regular Air,6.4,Quebec,Small Business,Office Supplies,Paper,Small Box,2017-02-09,2
47842.0,2017-05-11,Medium,50.0,246.35,Express Air,6.1,Quebec,Small Business,Office Supplies,Paper,Small Box,2017-05-11,0
36512.0,2019-03-28,Not Specified,3.0,76.49,Regular Air,12.0,Manitoba,Small Business,Furniture,Office Furnishings,Large Box,2019-03-31,3
20804.0,2018-11-25,Low,13.0,4701.3125,Delivery Truck,15.7,Ontario,Small Business,Technology,Office Machines,Jumbo Drum,2018-12-02,7
43620.0,2016-01-17,Medium,11.0,53.24,Express Air,2.4,Saskachewan,Home Office,Office Supplies,Paper,Wrap Bag,2016-01-19,2
50663.0,2017-11-08,Critical,26.0,1727.88,Express Air,52.4,Ontario,Consumer,Office Supplies,Appliances,Large Box,2017-11-09,1
51619.0,2016-09-01,Not Specified,31.0,12050.38,Delivery Truck,63.0,Ontario,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,2016-09-02,1
22914.0,2019-01-12,Critical,30.0,360.2155,Regular Air,7.4,Yukon,Corporate,Office Supplies,Appliances,Medium Box,2019-01-13,1
56224.0,2019-10-25,Medium,35.0,154.14,Regular Air,5.8,British Columbia,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2019-10-27,2
8642.0,2017-01-15,High,13.0,142.35,Regular Air,1.1,Saskachewan,Corporate,Office Supplies,Labels,Small Box,2017-01-16,1
39847.0,2017-04-03,Not Specified,49.0,3392.4564,Regular Air,7.4,British Columbia,Home Office,Office Supplies,Storage & Organization,Small Box,2017-04-04,1
55776.0,2016-03-21,Not Specified,32.0,5196.03,Delivery Truck,19.1,Ontario,Corporate,Technology,Office Machines,Jumbo Drum,2016-03-22,1
15872.0,2019-10-30,Not Specified,19.0,768.7,Regular Air,18.7,Manitoba,Corporate,Office Supplies,Paper,Small Box,2019-10-31,1
38145.0,2016-09-11,Not Specified,33.0,65.18,Regular Air,1.6,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,2016-09-13,2
57537.0,2019-09-18,Medium,13.0,81.73,Express Air,5.6,New Brunswick,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2019-09-19,1
54628.0,2017-06-04,High,21.0,504.23,Regular Air,2.1,Northwest Territories,Home Office,Technology,Computer Peripherals,Small Pack,2017-06-05,1
11878.0,2017-02-23,Not Specified,15.0,108.95,Regular Air,7.5,Ontario,Small Business,Office Supplies,Paper,Small Box,2017-02-24,1
10212.0,2017-05-22,Low,14.0,79.2,Regular Air,3.9,Alberta,Consumer,Furniture,Office Furnishings,Wrap Bag,2017-05-24,2
59104.0,2016-02-12,High,22.0,73.7444,Regular Air,1.7,Quebec,Small Business,Office Supplies,Rubber Bands,Wrap Bag,2016-02-15,3
130.0,2019-05-07,High,29.0,615.37,Regular Air,9.7,Saskachewan,Corporate,Office Supplies,Paper,Small Box,2019-05-08,1
17670.0,2016-08-24,Medium,14.0,39.08,Regular Air,0.5,Ontario,Corporate,Office Supplies,Labels,Small Box,2016-08-26,2
42528.0,2017-02-22,Medium,13.0,268.3,Regular Air,10.1,Nova Scotia,Consumer,Office Supplies,Storage & Organization,Small Box,2017-02-23,1
42658.0,2017-06-14,Medium,29.0,156.9476,Regular Air,3.2,Alberta,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2017-06-14,0
46211.0,2017-06-10,Low,47.0,1330.5664,Regular Air,7.4,Manitoba,Home Office,Furniture,Office Furnishings,Small Box,2017-06-17,7
42375.0,2017-09-30,High,45.0,148.14,Express Air,0.7,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,2017-10-01,1
